16.1205 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
19.1320 	EXP 	movie2_video: autoLog = True
19.1320 	EXP 	movie3_seg: movie = 'stimuliSet\\v7\\seg\\v7_comb.avi'
19.1320 	EXP 	movie3_seg: autoLog = True
19.1320 	EXP 	txt_instrcution: autoDraw = True
50.7455 	DATA 	Keypress: space
50.8891 	EXP 	Created movie1_video = MovieStim3(__class__=<class 'psychopy.visual.movie3.MovieStim3'>, autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=-2.0, filename='stimuliSet\\v1\\seg\\v1_comb.avi', flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=False, name='movie1_video', noAudio=True, opacity=1.0, ori=0, pos=array([0., 0.]), size=array([480., 352.]), units='pix', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))
50.8989 	EXP 	txt_instrcution: autoDraw = False
50.8989 	EXP 	movie1_video: movie = 'stimuliSet\\v1\\seg\\v1_comb.avi'
50.8989 	EXP 	movie1_video: autoLog = True
50.8989 	EXP 	movie1_video: autoDraw = True
60.3777 	DATA 	Keypress: space
65.0139 	DATA 	Keypress: space
72.9610 	DATA 	Keypress: space
90.8111 	DATA 	Keypress: space
119.6608 	DATA 	Keypress: space
133.5121 	DATA 	Keypress: space
146.7616 	DATA 	Keypress: space
162.4619 	DATA 	Keypress: space
188.2782 	DATA 	Keypress: space
205.8452 	DATA 	Keypress: space
213.1609 	DATA 	Keypress: space
235.5269 	EXP 	movie1_video: autoDraw = False
235.5269 	EXP 	movie1_video: autoDraw = False
235.5269 	EXP 	txt_imi: autoDraw = True
236.2783 	DATA 	Keypress: space
238.5269 	EXP 	txt_imi: autoDraw = False
238.5269 	EXP 	txt_imi: autoDraw = False
238.5269 	EXP 	movie2_video: autoDraw = True
249.7274 	DATA 	Keypress: space
254.9275 	DATA 	Keypress: space
257.7622 	DATA 	Keypress: space
262.0780 	DATA 	Keypress: space
266.6606 	DATA 	Keypress: space
287.2440 	DATA 	Keypress: space
303.2616 	DATA 	Keypress: space
312.7611 	DATA 	Keypress: space
327.6609 	DATA 	Keypress: space
364.1275 	DATA 	Keypress: space
371.8113 	DATA 	Keypress: space
384.1608 	DATA 	Keypress: space
390.4773 	DATA 	Keypress: space
415.1275 	DATA 	Keypress: space
420.1272 	DATA 	Keypress: space
432.6266 	EXP 	movie2_video: autoDraw = False
432.6266 	EXP 	movie2_video: autoDraw = False
432.6266 	EXP 	txt_imi: autoDraw = True
435.6267 	EXP 	txt_imi: autoDraw = False
435.6267 	EXP 	txt_imi: autoDraw = False
435.6267 	EXP 	movie3_seg: autoDraw = True
436.3444 	DATA 	Keypress: space
457.5615 	DATA 	Keypress: space
493.4440 	DATA 	Keypress: space
503.2948 	DATA 	Keypress: space
519.9775 	DATA 	Keypress: space
558.6104 	DATA 	Keypress: space
598.4260 	DATA 	Keypress: space
643.2781 	DATA 	Keypress: space
656.8210 	EXP 	window1: mouseVisible = True
