12.6758 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
17.5672 	EXP 	movie2_video: autoLog = True
17.5672 	EXP 	movie3_seg: movie = 'stimuliSet\\v5\\seg\\v5_comb.avi'
17.5672 	EXP 	movie3_seg: autoLog = True
17.5672 	EXP 	txt_instrcution: autoDraw = True
35.2348 	DATA 	Keypress: space
35.3501 	EXP 	Created movie1_video = MovieStim3(__class__=<class 'psychopy.visual.movie3.MovieStim3'>, autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=-2.0, filename='stimuliSet\\v7\\seg\\v7_comb.avi', flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=False, name='movie1_video', noAudio=True, opacity=1.0, ori=0, pos=array([0., 0.]), size=array([480., 360.]), units='pix', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))
35.3653 	EXP 	txt_instrcution: autoDraw = False
35.3653 	EXP 	movie1_video: movie = 'stimuliSet\\v7\\seg\\v7_comb.avi'
35.3653 	EXP 	movie1_video: autoLog = True
35.3653 	EXP 	movie1_video: autoDraw = True
40.1001 	DATA 	Keypress: space
42.3838 	DATA 	Keypress: j
44.2673 	DATA 	Keypress: space
46.1662 	DATA 	Keypress: return
47.0340 	DATA 	Keypress: space
49.4175 	DATA 	Mouse: Left button down, pos=(581,643)
49.5343 	DATA 	Mouse:  Left button up, pos=(584,649)
50.2841 	DATA 	Keypress: space
56.8175 	DATA 	Keypress: space
62.0009 	DATA 	Keypress: space
64.4156 	DATA 	Keypress: space
67.8498 	DATA 	Keypress: space
80.6832 	DATA 	Keypress: space
88.9841 	DATA 	Keypress: space
91.5834 	DATA 	Keypress: space
97.4665 	DATA 	Keypress: space
102.8988 	DATA 	Keypress: space
106.5489 	DATA 	Keypress: space
108.3009 	DATA 	Keypress: space
113.4658 	DATA 	Keypress: space
118.3322 	DATA 	Keypress: space
123.1322 	DATA 	Keypress: space
128.8326 	DATA 	Keypress: space
139.7488 	DATA 	Keypress: space
143.1988 	DATA 	Keypress: space
147.1320 	DATA 	Keypress: space
154.1821 	DATA 	Keypress: space
160.6159 	DATA 	Keypress: space
162.4320 	DATA 	Keypress: space
163.3654 	DATA 	Keypress: space
168.9665 	DATA 	Keypress: space
171.9984 	DATA 	Keypress: space
174.4664 	DATA 	Keypress: space
198.5007 	DATA 	Keypress: space
211.3151 	DATA 	Keypress: space
222.0822 	DATA 	Keypress: space
228.3336 	DATA 	Keypress: space
238.9485 	DATA 	Keypress: space
248.7834 	DATA 	Keypress: space
256.2490 	EXP 	movie1_video: autoDraw = False
256.2490 	EXP 	movie1_video: autoDraw = False
256.2490 	EXP 	txt_imi: autoDraw = True
259.2489 	EXP 	txt_imi: autoDraw = False
259.2489 	EXP 	txt_imi: autoDraw = False
259.2489 	EXP 	movie2_video: autoDraw = True
269.3995 	DATA 	Keypress: space
278.4660 	DATA 	Keypress: space
279.2338 	DATA 	Keypress: space
283.2493 	DATA 	Keypress: space
287.7507 	DATA 	Keypress: space
293.3497 	DATA 	Keypress: space
296.6657 	DATA 	Keypress: space
302.0337 	DATA 	Keypress: space
304.9329 	DATA 	Keypress: space
306.9193 	DATA 	Keypress: space
314.2669 	DATA 	Keypress: space
320.0175 	DATA 	Keypress: space
325.0331 	DATA 	Keypress: space
332.2995 	DATA 	Keypress: space
343.4832 	DATA 	Keypress: space
349.9158 	DATA 	Keypress: space
355.0827 	DATA 	Keypress: space
357.8674 	DATA 	Keypress: space
366.7494 	DATA 	Keypress: space
370.7171 	DATA 	Keypress: space
374.5663 	DATA 	Keypress: space
382.7189 	DATA 	Keypress: space
387.8323 	DATA 	Keypress: space
393.7339 	DATA 	Keypress: space
396.7841 	DATA 	Keypress: space
403.3992 	DATA 	Keypress: space
408.5994 	DATA 	Keypress: space
414.6493 	DATA 	Keypress: space
418.8158 	DATA 	Keypress: space
431.9836 	DATA 	Keypress: space
441.3492 	DATA 	Keypress: space
443.9986 	EXP 	movie2_video: autoDraw = False
443.9986 	EXP 	movie2_video: autoDraw = False
443.9986 	EXP 	txt_imi: autoDraw = True
446.9986 	EXP 	txt_imi: autoDraw = False
446.9986 	EXP 	txt_imi: autoDraw = False
446.9986 	EXP 	movie3_seg: autoDraw = True
449.1325 	DATA 	Keypress: space
452.4325 	DATA 	Keypress: space
457.8991 	DATA 	Keypress: space
463.0335 	DATA 	Keypress: space
467.5166 	DATA 	Keypress: space
475.5818 	DATA 	Keypress: space
484.8342 	DATA 	Keypress: space
486.4159 	DATA 	Keypress: space
495.9021 	DATA 	Keypress: space
503.9814 	DATA 	Keypress: space
515.8323 	DATA 	Keypress: space
531.5823 	DATA 	Keypress: space
533.7999 	DATA 	Keypress: space
543.9656 	DATA 	Keypress: space
554.5989 	DATA 	Keypress: space
563.5172 	DATA 	Keypress: space
573.2825 	DATA 	Keypress: space
586.8157 	DATA 	Keypress: space
592.7998 	DATA 	Keypress: space
593.9656 	DATA 	Keypress: space
601.1163 	DATA 	Keypress: space
611.0660 	DATA 	Keypress: space
613.9491 	DATA 	Keypress: space
628.7324 	DATA 	Keypress: space
635.8330 	DATA 	Keypress: space
641.2899 	EXP 	window1: mouseVisible = True
